OriginalTweet,Sentiment
"While everyone panic about the food during restrictions of movement (bcuz of covid-19), I'm worried about my studies problems ?",Extremely Negative
"Instead of stripping the supermarket shelves bare - those who can afford it could perhaps start using delivery apps to support their local restaurants.  

Let's all try and help each other in any way we can.

#COVID2019 #InItTogether #PanicBuying @Deliveroo @JustEatUK https://t.co/ljAaPow1KK",Extremely Positive
"To those buying up baby wipes, formula amid the Covid-19 panic; leave these items for the babies. No mother should have to worry about having enough food their infant can tolerate because someone afraid of running out of milk for a week decided it was an appropriate substitute.",Extremely Negative
This morning at HEB (Texas grocery store) was chaos. A woman approached me in a mask desperate bc she couldnt find condiments (shed walked past the aisle 3 times). The workers are trying to be calm but their stress is palpable. Ppl are panicking and I am afraid. #coronavirus,Extremely Negative
"https://t.co/LoWLtUgUUz

mass hysteria media hype and pure stupidity #CoronavirusOutbreak #coronavirus #coronapocalypse #COVID2019",Extremely Negative
"Nice @Safeway. We weren't hording #toiletpaper, but when we went to the store to purchase some, you doubled the prices during this #pandemic ! WTF??? No wonder people horde. Taking advantage of this #tragedy! #foxnews #fox5dc #Covid_19 #douchebags @Reuters #damascusmd",Extremely Negative
Another big #retail announcement in the wake of #Coronavirus pandemic: @bathbodyworks issues this official statement addressing store closures while revamping its online presence so customers can continue to enjoy their cherished selections. #BathAndBodyWorks https://t.co/7mH7aOsbZp,Extremely Positive
"The steps we are taking to keep you safe during the COVID-19 pandemic:

- Cancelling the live events until further notice

- Lowering the prices for all our online courses so you can keep on practicing the WHM safely at home and boost your immunity

https://t.co/ZCEeEe7UaZ",Extremely Positive
"Shutting down all social media right now. ??? 
I feel better already!! ?
Be safe, respectful responsible.
Keep your distance (6 feet) even at grocery store.
Be reached via email 
Info@xxivvii.com

#health #stayhome #homegym #boxing #coronavirus #covid19 #world #pray #GOD https://t.co/v5Obn7eOGV",Extremely Positive
"My Mom walks in to a grocery store and in front of her on the line to buy some bread a man without a mask says to the poor server ""why do you have a mask? To scare me?"" No sir, we are in a freaking pandemic, and that is why Italy it's fu****
#COVID2019 #mettitilamascherinacazzo",Extremely Negative
"During this worldwide horrific COVID 19 virus, we are encouraged to stay busy; and encourage each other that within a couple of months help will arrive! This is the perfect time to start online shopping. For your convenience, visit our website, Zoomllshop. https://t.co/y11B0rW90T",Extremely Positive
When youre hungry but you know you have to ration the good food because the chance of it being out of stock already is  a 99% chance #coronavirus,Extremely Positive
"Next time an idiot says grocery store workers dont need to be unionized, remind them how important they have been during this crisis. #UnionStrong #coronavirus",Extremely Negative
the way im almost definitely going to get covid-19 because i work at a supermarket at the checkouts ??? love that for me so hectic,Extremely Positive
"CANADA AND THE #CORONAVIRUS 
Mike Von Massow, a professor of Food, Agriculture and Resource Economics at the University of Guelph, said we have likely seen the worst of the panic buying, and that as products are replenished, the panic may wane even more.",Extremely Negative
"Guys, well... I know there are many people are panic buying for the basic needs like food and toiletries but please, don't think for yourselves only. Look, we are helping each other by considering and thinking for others sake.. Stay safe and be healthy, guys.

#COVID2019",Extremely Positive
"tw food//

yo but fr this covid 19 panic is making me start to panic i ate so much less dinner cos theres no food at the supermarket and theres 6 people in my house 6 people to feed and one of them is vegan which makes me so stressed",Extremely Negative
"Coronavirus: Food banks forced to close amid Covid-19 outbreak
Campaigners warn closures will push low-income families further into grip of poverty and social exclusion.
Panic buyers emptied shelves and walked straight past donation points.
https://t.co/oIS6ljcrzE",Extremely Negative
Its good if our government can provide hand sanitizer mask amp tissues for everyone who going out to buying something groceries at supermarket amp etc yang ramai orang for sure artis Malaysia yang banyak duit bolelah sumbangkan sedikit untuk pembelian mask amp etc,Extremely Positive
"SHOPS HYPING PRICES
I WON'T BUY
And
I'LL NEVER GO IN THAT SHOP AGAIN
#coronavirus #dontripusoff #lookaftereachother #befair",Extremely Positive
@BC_265 @VonWolf9 @btkissinger @SoLatinBarbie @Daniel_BATS99 @Lynnette2047 @macguyvermedia @GinaD4793 @EULOGY_13 @AlexisJones1969 We need help due to Covid-19 our place is lockdown now.... i want my family safe and off course i want to stock food and supp,Extremely Positive
"Its crazy how everyone out in the world are like panicking over this COVID-19. But meanwhile here in Thailand its calm like any normal day. They still have toilet tissue, hand sanitizer, food and everything in stock but yet in store shelves are empty...",Extremely Positive
"the fact that my grandma who is in a wheelchair and can't get out, can't get her online weekly shopping delivered for another week because people are bulk buying shit and getting shopping delivered who don't need it INFURIATES me. be more considerate to the elderly #coronavirus",Extremely Negative
"This is low key the best market research for a grocery store to know what items people would NEVER buy, even in a global virus outbreak. 

They see you Starkist ready to eat tuna and crackers ?
#COVID2019 #CoronavirusOutbreak #coronapocolypse #COVID2019uk #panicshopping https://t.co/5LqVKIObVy",Extremely Positive
We're so busy wearing mask and using hand sanitizer outside of our homes thinking that we are fully prepared to face Covid-19. But then we dont even worry sanitizing our groceries that we bought from the supermarket which might have already been touched by 20 others. https://t.co/xuQPi79YNX,Extremely Positive
"Today, Jennifer Haller, a healthy mother of two, became the first person in history to test a potential vaccine for COVID-19. We owe her and 44 other people stepping up for human trials a debt of gratitude  may their bravery save many lives. https://t.co/eF2StcxHlQ",Extremely Positive
food supply getting so low even my sims are having to use the maxmotives cheat ?? #StopPanicBuying #coronavirus #COVID19 https://t.co/avu0iXfZyJ,Extremely Negative
Massy assures no shortage of food supplies amid COVID-19 panic https://t.co/myi8fSzzQo https://t.co/mgTpgG8E0p,Extremely Negative
when the bread and bagel shelf has been raided at the grocery store but 1 bag of your favorite bagel is the last one on the shelf! #WIN #sobeys #COVID2019 #coronavirus,Extremely Positive
"Horrible, greedy, inhumane and absolute bastards the people who are jacking up prices for loo rolls &amp; essential cleaning materials !! 

This sort of profit will never settle well ! Karmas a bitch !

#coronavirus #COVID19 #Vultures",Extremely Negative
"No work, no internship, no school + COVID-19 = self quarantine but self quarantine = boredom and boredom = online shopping but online shopping = spending the money that I dONT HAVE BECAUSE OF NO WORK !!!!",Extremely Negative
Support your local liquor store during these times! Most have a lot more than your average grocery store rn and they deserve the help. #COVID2019 https://t.co/SHGQW3yVMW,Extremely Positive
sign the petition to make testing for covid-19 accessible and free as well as other necessities like food and PPEs free to the Filipino people :&gt; https://t.co/9KNEnptgeN via @ChangePilipinas,Extremely Positive
